file,target,identifier
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabb/issues/1917/05_01/bmtnabb_1917-05_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabb&issueURN=urn:PUL:bluemountain:bmtnabb_1917-05_01,ark:/88435/0r967641v
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabb/issues/1917/06_01/bmtnabb_1917-06_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabb&issueURN=urn:PUL:bluemountain:bmtnabb_1917-06_01,ark:/88435/w0892d618
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabb/issues/1917/07_01/bmtnabb_1917-07_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabb&issueURN=urn:PUL:bluemountain:bmtnabb_1917-07_01,ark:/88435/r781wj693
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabb/issues/1917/08_01/bmtnabb_1917-08_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabb&issueURN=urn:PUL:bluemountain:bmtnabb_1917-08_01,ark:/88435/mg74qp771
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/bmtnabc.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=&issueURN=urn:PUL:bluemountain:bmtnabc,ark:/88435/gq67jt84g
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1873/07/01_01/bmtnabc_1873-07-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1873-07-01_01,ark:/88435/bz60cz93r
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1873/07/15_01/bmtnabc_1873-07-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1873-07-15_01,ark:/88435/794080830
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1873/08/01_01/bmtnabc_1873-08-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1873-08-01_01,ark:/88435/3j333492d
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1873/08/15_01/bmtnabc_1873-08-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1873-08-15_01,ark:/88435/zs25xc13n
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1873/09/01_01/bmtnabc_1873-09-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1873-09-01_01,ark:/88435/v118rh21t
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1873/09/15_01/bmtnabc_1873-09-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1873-09-15_01,ark:/88435/q811kn28h
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1873/10/01_01/bmtnabc_1873-10-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1873-10-01_01,ark:/88435/kh04ds35z
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1873/10/15_01/bmtnabc_1873-10-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1873-10-15_01,ark:/88435/fq977x446
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1873/11/01_01/bmtnabc_1873-11-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1873-11-01_01,ark:/88435/b2773z35j
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1873/11/15_01/bmtnabc_1873-11-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1873-11-15_01,ark:/88435/6969z3440
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1873/12/01_01/bmtnabc_1873-12-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1873-12-01_01,ark:/88435/2j62s752s
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1873/12/15_01/bmtnabc_1873-12-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1873-12-15_01,ark:/88435/xs55mf73f
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/01/01_01/bmtnabc_1874-01-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-01-01_01,ark:/88435/t148fk804
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/01/15_01/bmtnabc_1874-01-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-01-15_01,ark:/88435/p8418q87t
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/02/01_01/bmtnabc_1874-02-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-02-01_01,ark:/88435/jh343v967
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/02/15_01/bmtnabc_1874-02-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-02-15_01,ark:/88435/dv13zw88g
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/03/01_01/bmtnabc_1874-03-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-03-01_01,ark:/88435/9306t197h
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/03/15_01/bmtnabc_1874-03-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-03-15_01,ark:/88435/5999n606p
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/04/01_01/bmtnabc_1874-04-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-04-01_01,ark:/88435/1j92gb14g
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/04/15_01/bmtnabc_1874-04-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-04-15_01,ark:/88435/ws859j32p
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/05/01_01/bmtnabc_1874-05-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-05-01_01,ark:/88435/s1784p40v
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/05/15_01/bmtnabc_1874-05-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-05-15_01,ark:/88435/n870zt495
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/06/01_01/bmtnabc_1874-06-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-06-01_01,ark:/88435/hm50tv39s
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/06/15_01/bmtnabc_1874-06-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-06-15_01,ark:/88435/cv43p048k
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/07/01_01/bmtnabc_1874-07-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-07-01_01,ark:/88435/8336h4577
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/07/15_01/bmtnabc_1874-07-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-07-15_01,ark:/88435/4b29b8655
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/08/01_01/bmtnabc_1874-08-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-08-01_01,ark:/88435/0k225d710
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/08/15_01/bmtnabc_1874-08-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-08-15_01,ark:/88435/vt150m92n
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/09/01_01/bmtnabc_1874-09-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-09-01_01,ark:/88435/r207ts01w
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/09/15_01/bmtnabc_1874-09-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-09-15_01,ark:/88435/mc87ps91d
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/10/01_01/bmtnabc_1874-10-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-10-01_01,ark:/88435/gm80hz00m
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/10/15_01/bmtnabc_1874-10-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-10-15_01,ark:/88435/bv73c309s
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/11/01_01/bmtnabc_1874-11-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-11-01_01,ark:/88435/73666717z
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/11/15_01/bmtnabc_1874-11-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-11-15_01,ark:/88435/3b591c23x
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/12/01_01/bmtnabc_1874-12-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-12-01_01,ark:/88435/zk51vk443
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1874/12/15_01/bmtnabc_1874-12-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1874-12-15_01,ark:/88435/tx31qm36p
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/01/01_01/bmtnabc_1875-01-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-01-01_01,ark:/88435/q524jr44v
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/01/15_01/bmtnabc_1875-01-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-01-15_01,ark:/88435/kd17cw538
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/02/01_01/bmtnabc_1875-02-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-02-01_01,ark:/88435/fn107162x
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/02/15_01/bmtnabc_1875-02-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-02-15_01,ark:/88435/9w032570v
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/03/01_01/bmtnabc_1875-03-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-03-01_01,ark:/88435/6395w976x
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/03/15_01/bmtnabc_1875-03-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-03-15_01,ark:/88435/2b88qf85b
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/04/01_01/bmtnabc_1875-04-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-04-01_01,ark:/88435/xp68kj876
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/04/15_01/bmtnabc_1875-04-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-04-15_01,ark:/88435/sx61dp96g
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/05/01_01/bmtnabc_1875-05-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-05-01_01,ark:/88435/p5547v052
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/05/15_01/bmtnabc_1875-05-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-05-15_01,ark:/88435/jd473013c
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/06/01_01/bmtnabc_1875-06-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-06-01_01,ark:/88435/dn39x420g
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/06/15_01/bmtnabc_1875-06-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-06-15_01,ark:/88435/8w32r8275
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/07/01_01/bmtnabc_1875-07-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-07-01_01,ark:/88435/5425kd36t
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/07/15_01/bmtnabc_1875-07-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-07-15_01,ark:/88435/1g05ff27x
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/08/01_01/bmtnabc_1875-08-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-08-01_01,ark:/88435/wp988n48d
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/08/15_01/bmtnabc_1875-08-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-08-15_01,ark:/88435/rx913s566
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/09/01_01/bmtnabc_1875-09-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-09-01_01,ark:/88435/n583xx65h
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/09/15_01/bmtnabc_1875-09-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-09-15_01,ark:/88435/hd76s273t
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/10/01_01/bmtnabc_1875-10-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-10-01_01,ark:/88435/cn69m6795
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/10/15_01/bmtnabc_1875-10-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-10-15_01,ark:/88435/7w62fb88f
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/11/01_01/bmtnabc_1875-11-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-11-01_01,ark:/88435/47429c80w
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/11/15_01/bmtnabc_1875-11-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-11-15_01,ark:/88435/0g354h89p
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/12/01_01/bmtnabc_1875-12-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-12-01_01,ark:/88435/vq27zr09f
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1875/12/15_01/bmtnabc_1875-12-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1875-12-15_01,ark:/88435/qz20sw177
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1876/04/01_01/bmtnabc_1876-04-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1876-04-01_01,ark:/88435/m613n125s
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1876/04/15_01/bmtnabc_1876-04-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1876-04-15_01,ark:/88435/gf06g5327
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1876/05/01_01/bmtnabc_1876-05-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1876-05-01_01,ark:/88435/bn999941g
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1876/05/15_01/bmtnabc_1876-05-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1876-05-15_01,ark:/88435/70795b31b
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1876/06/01_01/bmtnabc_1876-06-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1876-06-01_01,ark:/88435/37720g40m
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabc/issues/1876/06/15_01/bmtnabc_1876-06-15_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabc&issueURN=urn:PUL:bluemountain:bmtnabc_1876-06-15_01,ark:/88435/zg64tp60f
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabd/bmtnabd.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=&issueURN=urn:PUL:bluemountain:bmtnabd,ark:/88435/tq57nt697
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabd/issues/1858/10/07_01/bmtnabd_1858-10-07_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabd&issueURN=urn:PUL:bluemountain:bmtnabd_1858-10-07_01,ark:/88435/pz50gz76j
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabd/issues/1858/10/14_01/bmtnabd_1858-10-14_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabd&issueURN=urn:PUL:bluemountain:bmtnabd_1858-10-14_01,ark:/88435/k643b383m
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabd/issues/1858/10/21_01/bmtnabd_1858-10-21_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabd&issueURN=urn:PUL:bluemountain:bmtnabd_1858-10-21_01,ark:/88435/ff3657921
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabd/issues/1858/10/28_01/bmtnabd_1858-10-28_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabd&issueURN=urn:PUL:bluemountain:bmtnabd_1858-10-28_01,ark:/88435/9s1618834
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabd/issues/1858/11/04_01/bmtnabd_1858-11-04_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabd&issueURN=urn:PUL:bluemountain:bmtnabd_1858-11-04_01,ark:/88435/6108vd92f
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabd/issues/1858/11/11_01/bmtnabd_1858-11-11_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabd&issueURN=urn:PUL:bluemountain:bmtnabd_1858-11-11_01,ark:/88435/2801pk005
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabd/issues/1858/11/18_01/bmtnabd_1858-11-18_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabd&issueURN=urn:PUL:bluemountain:bmtnabd_1858-11-18_01,ark:/88435/xg94hs205
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabd/issues/1858/11/25_01/bmtnabd_1858-11-25_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabd&issueURN=urn:PUL:bluemountain:bmtnabd_1858-11-25_01,ark:/88435/sq87bx270
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabd/issues/1858/12/02_01/bmtnabd_1858-12-02_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabd&issueURN=urn:PUL:bluemountain:bmtnabd_1858-12-02_01,ark:/88435/nz806234p
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnabd/issues/1858/12/09_01/bmtnabd_1858-12-09_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnabd&issueURN=urn:PUL:bluemountain:bmtnabd_1858-12-09_01,ark:/88435/j6731643b
